"Tipo";"Tipo residencia";"Razón social";"Nombre";"Primer apellido";"Segundo apellido";"Dirección";"Código postal";"Poblacion";"Provincia";"Correo";"Contacto adicional";"Correo envio";"WSEndpointEfaktur";"WSOperation";"WSNamespace";"WSNodename";"Descripcion Departamento";"Departamento";"CIF";"Archivo Datos Contratante";"WSEndpointFACe";"FACe";;
0;0;"Basauriko Kultur Etxea / Casa de Cultura de Basauri";;;;"Kale Nagusia, 2";48970;"Basauri";"Bizkaia";"portalproveedor_social@basauri.net";;;;;;;;;"G48117378";"https://sv032.basauri.net/ef4ktur/Kultur_DIR3.xml";"https://sv032.basauri.net/sspp/services/sspp";1;0;"3.2"
0;0;"Basauriko Udal Euskaltegia / Euskaltegi Municipal de Basauri";;;;"Urbi Kalea, 33";48970;"Basauri";"Bizkaia";"portalproveedor_imd@basauri.net";;;;;;;;;"P9801902I";"https://sv032.basauri.net/ef4ktur/Euskaltegi_DIR3.xml";"https://sv032.basauri.net/sspp/services/sspp";1;0;"3.2"
0;0;"Basauriko Udala / Ayuntamiento de Basauri";;;;"Kareaga Goikoa Kalea, 52";48970;"Basauri";"Bizkaia";"portalproveedor_ayto@basauri.net";;;;;;;;;"P4801900D";"https://sv032.basauri.net/ef4ktur/Ayuntamiento_DIR3.xml";"https://sv032.basauri.net/sspp/services/sspp";1;0;"3.2"
0;0;"Basauriko Zaharren Egoitza / Residencia de Ancianos de Basauri";;;;"Kale Nagusia, 4";48970;"Basauri";"Bizkaia";"portalproveedor_residencia@basauri.net";;;;;;;;;"G48802250";"https://sv032.basauri.net/ef4ktur/Residencia_DIR3.xml";"https://sv032.basauri.net/sspp/services/sspp";1;0;"3.2"
0;0;"Ayuntamiento de Ermua";;;;"Marqués de Valdespina, 1";48260;"Ermua";"Bizkaia";"informatica@udalermua.net";;;;;;;;;"P4804100H";"https://www.ermua.es/facturae/ef4ktur/ayuntamiento_oficinaorganounidad.xml";"https://webservice.face.gob.es/facturasspp";3;0;"3.2"
0;0;"Instituto Municipal de Deportes de Ermua";;;;"Diputazio, s/n";48260;"Ermua";"Bizkaia";"informatica@udalermua.net";;;;;;;;;"P9804101E";"https://www.ermua.es/facturae/ef4ktur/imd_oficinaorganounidad.xml";"https://webservice.face.gob.es/facturasspp";3;0;"3.2"
0;0;"Fundación Pública Euskaltegi Municipal de Ermua";;;;"Goienkale, 2. Edificio Teresa Murga";48260;"Ermua";"Bizkaia";"informatica@udalermua.net";;;;;;;;;"P4800043D";"https://www.ermua.es/facturae/ef4ktur/euskaltegi_oficinaorganounidad.xml";"https://webservice.face.gob.es/facturasspp";3;0;"3.2"
0;0;"Promoción Económica de Ermua S.A.U.";;;;"Zearkale, 36. Edificio Izarra Centre";48260;"Ermua";"Bizkaia";"informatica@udalermua.net";;;;;;;;;"A95131447";"https://www.ermua.es/facturae/ef4ktur/promosa_oficinaorganounidad.xml";"https://webservice.face.gob.es/facturasspp";3;0;"3.2"
0;0;"ABADIÑOKO UDALA/AYUNTAMIENTO DE ABADIÑO";;;;"San Trocaz Plaza, 1";48220;"Abadiño";"Bizkaia";"abadinokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4800100B";"https://www.xn--abadio-0wa.org/efaktur/empresas/consultaUnidades.action?cif=P4800100B";"https://www.xn--abadio-0wa.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ABANTO ZIERBENAKO UDALA/AYUNTAMIENTO DE ABANTO ZIERBENA";;;;"Avenida El Minero, 2 ";48500;"Abanto-Zierbena";"Bizkaia";"abantozierbenakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4800200J";"https://www.abanto-zierbena.eus/efaktur/empresas/consultaUnidades.action?cif=P4800200J";"https://www.abanto-zierbena.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"AJANGIZKO UDALA/AYUNTAMIENTO DE AJANGIZ";;;;"Mendieta Auzunea, z/g ";48320;"Ajangiz";"Bizkaia";"ajangizkoudala.biscaytik@bizkaia.org";;;;;;;;;"P4812700E";"https://www.ajangiz.eus/efaktur/empresas/consultaUnidades.action?cif=P4812700E";"https://www.ajangiz.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ALONSOTEGIKO UDALA/AYUNTAMIENTO DE ALONSOTEGI";;;;"Plaza Dr. Madinabeitia, 1 ";48810;"Alonsotegi";"Bizkaia";"aurtiaga@euskalnet.net";;;;;;;;;"P4812600G";"https://www.alonsotegi.net/efaktur/empresas/consultaUnidades.action?cif=P4812600G";"https://www.alonsotegi.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"AMOROTOKO UDALA/AYUNTAMIENTO DE AMOROTO";;;;"Elexalde Auzoa, 1 ";48289;"Amoroto";"Bizkaia";"amorotokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4800400F";"https://www.amoroto.net/efaktur/empresas/consultaUnidades.action?cif=P4800400F";"https://www.amoroto.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARAKALDOKO UDALA/AYUNTAMIENTO DE ARAKALDO";;;;"Elexalde, 3 ";48498;"Arakaldo ";"Bizkaia";"arakaldokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4800600A";"https://www.arakaldo.org/efaktur/empresas/consultaUnidades.action?cif=P4800600A";"https://www.arakaldo.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARANTZAZUKO UDALA/AYUNTAMIENTO DE ARANTZAZU";;;;"Zelaia Auzoa, 1 ";48140;"Arantzazu";"Bizkaia";"arantzazukoudala.biscaytik@bizkaia.org";;;;;;;;;"P4800700I";"https://www.arantzazukoudala.com/efaktur/empresas/consultaUnidades.action?cif=P4800700I";"https://www.arantzazukoudala.com/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"AREATZAKO UDALA/AYUNTAMIENTO DE AREATZA";;;;"Gudarien Enparantza, 7 ";48143;"Areatza ";"Bizkaia";"idazkaritza.areatza@bizkaia.org";;;;;;;;;"P4810600I";"https://www.areatza.net/efaktur/empresas/consultaUnidades.action?cif=P4810600I";"https://www.areatza.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARRANKUDIAGAKO UDALA/AYUNTAMIENTO DE ARRANKUDIAGA";;;;"Barrio Arene, 1 ";48498;"Arrankudiaga ";"Bizkaia";"ezorrilla.arrankudiaga@bizkaia.org";;;;;;;;;"P4801000C";"https://www.arrankudiaga.org/efaktur/empresas/consultaUnidades.action?cif=P4801000C";"https://www.arrankudiaga.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARRATIAKO UDALEN MANKOMUNITATEA/ARRATIAKO UDALEN MANKOMUNITATEA";;;;"Elexalde Kalea, 49 ";48140;"Igorre";"Bizkaia";"mankomunitatea.arratia@bizkaia.org";;;;;;;;;"P4800004F";"https://www.arratia.net/efaktur/empresas/consultaUnidades.action?cif=P4800004F";"https://www.arratia.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARRATZUKO UDALA/AYUNTAMIENTO DE  ARRATZU";;;;"Loiola Auzoa, 3";48383;"Arratzu";"Bizkaia";"arratzukoudala.biscaytik@bizkaia.org";;;;;;;;;"P4801200I";"https://www.arratzu.eus/efaktur/empresas/consultaUnidades.action?cif=P4801200I";"https://www.arratzu.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARRIETAKO UDALA/AYUNTAMIENTO DE ARRIETA";;;;"Libao Auzoa, z/g";48114;"Arrieta";"Bizkaia";"arrietakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4801300G";"https://www.arrieta-udala.net/efaktur/empresas/consultaUnidades.action?cif=P4801300G";"https://www.arrieta-udala.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARRIGORRIAGAKO UDALA/AYUNTAMIENTO DE ARRIGORRIAGA";;;;"Urgoiti Pasalekua, 57 ";48480;"Arrigorriaga ";"Bizkaia";"arrigorriagakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4801400E";"https://www.arrigorriaga.eus/efaktur/empresas/consultaUnidades.action?cif=P4801400E";"https://www.arrigorriaga.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARRIGORRIAGAKO UDAL EUSKALTEGIA / EUSKALTEGI MUNICIPAL DE ARRIGORRIAGA";;;;"Urgoiti Pasealekua 55, 2.A";48480;"Arrigorriaga";"Bizkaia";"arrigorriagakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4800044B";"https://www.arrigorriaga.eus/efaktur/empresas/consultaUnidades.action?cif=P4800044B";"https://www.arrigorriaga.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARTEAKO UDALA/AYUNTAMIENTO DE ARTEA";;;;"Herriko Plaza, 1 ";48142;"Artea";"Bizkaia";"idazkaritza.artea@bizkaia.org";;;;;;;;;"P4802700G";"https://www.artea-udala.org/efaktur/empresas/consultaUnidades.action?cif=P4802700G";"https://www.artea-udala.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ARTZENTALESKO UDALA/AYUNTAMIENTO DE ARTZENTALES";;;;"Plaza San Miguel, 1 ";48879;"Artzentales";"Bizkaia";"idazkaritza.artzentales@bizkaia.org";;;;;;;;;"P4800900E";"https://www.artzentales.org/efaktur/empresas/consultaUnidades.action?cif=P4800900E";"https://www.artzentales.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ATXONDOKO UDALA/AYUNTAMIENTO DE ATXONDO";;;;"Plaza Fueros, 1";48292;"Atxondo";"Bizkaia";"atxondokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4811300E";"https://www.atxondo.eus/efaktur/empresas/consultaUnidades.action?cif=P4811300E";"https://www.atxondo.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"AULESTIKO UDALA/AYUNTAMIENTO DE AULESTI";;;;"Donibane Enparantza, 1 ";48380;"Aulesti";"Bizkaia";"aulestikoudala.biscaytik@bizkaia.org";;;;;;;;;"P4808100D";"https://www.aulesti.eus/efaktur/empresas/consultaUnidades.action?cif=P4808100D";"https://www.aulesti.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"BAKIOKO UDALA/AYUNTAMIENTO DE BAKIO";;;;"Agirre Lehendakaria Plazea, 2 ";48130;"Bakio";"Bizkaia";"bakiokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4801600J";"https://www.bakio.eus/efaktur/empresas/consultaUnidades.action?cif=P4801600J";"https://www.bakio.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"BALMASEDAKO UDALA/AYUNTAMIENTO DE BALMASEDA";;;;"Plaza San Severino, 1 ";48800;"Balmaseda";"Bizkaia";"balmasedakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4810400D";"https://www.balmaseda.eus/efaktur/empresas/consultaUnidades.action?cif=P4810400D";"https://www.balmaseda.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"BARRANGELUKO UDALA/AYUNTAMIENTO DE IBARRANGELU";;;;"Elexalde Auzoa, 1 ";48311;"Ibarrangelu";"Bizkaia";"ibarrangelukoudala.biscaytik@bizkaia.org";;;;;;;;;"P4805700D";"https://www.ibarrangelu.eus/efaktur/empresas/consultaUnidades.action?cif=P4805700D";"https://www.ibarrangelu.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"BARRIKAKO UDALA/AYUNTAMIENTO DE BARRIKA";;;;"Udaletxeko Bidea, 6 ";48650;"Barrika ";"Bizkaia";"barrikakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4801800F";"https://www.barrika.eu/efaktur/empresas/consultaUnidades.action?cif=P4801800F";"https://www.barrika.eu/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"BEDIAKO UDALA/AYUNTAMIENTO DE BEDIA";;;;"Lehendakari Agirre Enparantza, z/g ";48390;"Bedia ";"Bizkaia";"bediakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4810500A";"https://www.bedia.biz/efaktur/empresas/consultaUnidades.action?cif=P4810500A";"https://www.bedia.biz/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"BERANGOKO UDALA/AYUNTAMIENTO DE BERANGO";;;;"Elexalde, 3 ";48640;"Berango";"Bizkaia";"berangokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4802000B";"https://www.berango.net/efaktur/empresas/consultaUnidades.action?cif=P4802000B";"https://www.berango.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"BERRIATUKO UDALA/AYUNTAMIENTO DE BERRIATUA";;;;"Herriko Plaza, 1 ";48710;"Berriatua ";"Bizkaia";"berriatuakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4802200H";"https://www.berriatua.org/efaktur/empresas/consultaUnidades.action?cif=P4802200H";"https://www.berriatua.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"BERRIZKO UDALA/AYUNTAMIENTO DE BERRIZ";;;;"Iturritza, 51 ";48240;"Berriz";"Bizkaia";"berrizkoudala.biscaytik@bizkaia.org";;;;;;;;;"P4802300F";"https://www.berriz.eus/efaktur/empresas/consultaUnidades.action?cif=P4802300F";"https://www.berriz.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"BUSTURIAKO UDALA/AYUNTAMIENTO DE BUSTURIA";;;;"Barrio Axpe, 1 ";48350;"Busturia";"Bizkaia";"busturiakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4802500A";"https://www.busturia.org/efaktur/empresas/consultaUnidades.action?cif=P4802500A";"https://www.busturia.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"DERIOKO UDALA/AYUNTAMIENTO DE DERIO";;;;"Herriko Plaza, 3 ";48160;"Derio ";"Bizkaia";"deriokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4803200G";"https://www.deriokoudala.net/efaktur/empresas/consultaUnidades.action?cif=P4803200G";"https://www.deriokoudala.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"DIMAKO UDALA/AYUNTAMIENTO DE DIMA";;;;"Ugarana Auzoa, 1 ";48141;"Dima";"Bizkaia";"dimakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4803300E";"https://www.dima.eus/efaktur/empresas/consultaUnidades.action?cif=P4803300E";"https://www.dima.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"DURANGOKO UDALA/AYUNTAMIENTO DE DURANGO";;;;"Barrenkalea kalea, 17";48200;"Durango";"Bizkaia";"durangokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4803400C";"https://www.efaktur.durango-udala.net/efaktur/empresas/consultaUnidades.action?cif=P4803400C";"https://www.efaktur.durango-udala.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"DURANGOKO MERINALDEAREN AMANKOMUNAZGOA/MANCOMUNIDAD DE LA MERINDAD DE DURANGO";;;;"Casa Astola, 26";48220;"Abadiño";"Bizkaia";"durangokoamankomunazgoa.biscaytik@bizkaia.org";;;;;;;;;"P4800001B";"https://www.mdurango.org/efaktur/empresas/consultaUnidades.action?cif=P4800001B";"https://www.mdurango.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"EAKO UDALA/AYUNTAMIENTO DE EA";;;;"Plaza Donibane, 2 ";48287;"Ea";"Bizkaia";"eakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4803500J";"https://www.eakoudala.net/efaktur/empresas/consultaUnidades.action?cif=P4803500J";"https://www.eakoudala.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ELORRIOKO UDALA/AYUNTAMIENTO DE ELORRIO";;;;"Herriko Plaza nº1";48230;"Elorrio";"Bizkaia";"elorriokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4803900B";"https://www.elorrio.eus/efaktur/empresas/consultaUnidades.action?cif=P4803900B";"https://www.elorrio.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ENKARTERRIKO MANKOMUNITATEA/MANCOMUNIDAD DE LAS ENCARTACIONES";;;;"Barrio La Inmaculada, 15";48850;"Aranguren - Zalla";"Bizkaia";"secretaria@enkarterri.org";;;;;;;;;"P4800016J";"https://www.enkarterri.eus/efaktur/empresas/consultaUnidades.action?cif=P4800016J";"https://www.enkarterri.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ERANDIOKO UDALA/AYUNTAMIENTO DE ERANDIO";;;;"Plaza Irailaren 23";48950;"Erandio";"Bizkaia";"iaguirre@erandioko-udala.net";;;;;;;;;"P4812400B";"https://www.erandio.eus/efaktur/empresas/consultaUnidades.action?cif=P4812400B";"https://www.erandio.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ERENOKO UDALA/AYUNTAMIENTO DE EREÑO";;;;"Elexalde Auzoa, 10 ";48313;"Ereño";"Bizkaia";"erenokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4804000J";"https://www.ereno.org/efaktur/empresas/consultaUnidades.action?cif=P4804000J";"https://www.ereno.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ERRIGOITIKO UDALA/AYUNTAMIENTO DE ERRIGOITI";;;;"Uria Auzoa, 1";48309;"Errigoiti ";"Bizkaia";"errigoitikoudala.biscaytik@bizkaia.org";;;;;;;;;"P4809200A";"https://www.errigoiti.net/efaktur/empresas/consultaUnidades.action?cif=P4809200A";"https://www.errigoiti.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ETXEBARRIAKO UDALA/AYUNTAMIENTO DE ETXEBARRIA";;;;"Peñanekua Plaza, 1 ";48277;"Etxebarria";"Bizkaia";"etxebarriakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4803700F";"https://www.etxebarria.biz/efaktur/empresas/consultaUnidades.action?cif=P4803700F";"https://www.etxebarria.biz/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ETXEBARRIKO UDALA/AYUNTAMIENTO DE ETXEBARRI";;;;"Sabino Arana 1A";48450;"Etxebarri";"Bizkaia";"etxebarrikoudala.biscaytik@bizkaia.org";;;;;;;;;"P4803600H";"https://www.etxebarri.eus/efaktur/empresas/consultaUnidades.action?cif=P4803600H";"https://www.etxebarri.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"FORUAKO UDALA/AYUNTAMIENTO DE FORUA";;;;"Barrio Elejalde, 1 ";48393;"Forua ";"Bizkaia";"foruakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4804200F";"https://www.forua.net/efaktur/empresas/consultaUnidades.action?cif=P4804200F";"https://www.forua.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"FRUIZEKO UDALA/AYUNTAMIENTO DE FRUIZ";;;;"Aldai Enparantza, z/g";48116;"Fruiz ";"Bizkaia";"fruizkoudala.biscaytik@bizkaia.org";;;;;;;;;"P4804300D";"https://www.fruiz.eus/efaktur/empresas/consultaUnidades.action?cif=P4804300D";"https://www.fruiz.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"GALDAKAOKO UDALA/AYUNTAMIENTO DE GALDAKAO";;;;"Kurtzeko Plaza, 1 ";48960;"Galdakao";"Bizkaia";"galdakaokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4804400B";;;0;0;"3.2"
0;0;"GALDAMESEKO UDALA/AYUNTAMIENTO DE GALDAMES";;;;"Plaza San Pedro, 6 ";48191;"Galdames";"Bizkaia";"galdameskoudala.biscaytik@bizkaia.org";;;;;;;;;"P4804500I";"https://www.galdames.org/efaktur/empresas/consultaUnidades.action?cif=P4804500I";"https://www.galdames.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"GAMIZ-FIKAKO UDALA/AYUNTAMIENTO DE GAMIZ-FIKA";;;;"Barrio Ergoien, z/g ";48113;"Gamiz-fika";"Bizkaia";"gamizfikakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4804600G";"https://www.gamiz-fika.eus/efaktur/empresas/consultaUnidades.action?cif=P4804600G";"https://www.gamiz-fika.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"GARAIKO UDALA/AYUNTAMIENTO DE GARAI";;;;"San Miguel, 20 ";48200;"Garai";"Bizkaia";"garaikoudala.biscaytik@bizkaia.org";;;;;;;;;"P4804700E";"https://www.garai-udala.eus/efaktur/empresas/consultaUnidades.action?cif=P4804700E";"https://www.garai-udala.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"GATIKAKO UDALA/AYUNTAMIENTO DE GATIKA";;;;"Garai Auzoa, 1 ";48110;"Gatika";"Bizkaia";"gatikakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4804800C";"https://www.gatika.net/efaktur/empresas/consultaUnidades.action?cif=P4804800C";"https://www.gatika.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"GAUTEGIZ ARTEAGAKO UDALA/AYUNTAMIENTO DE GAUTEGIZ ARTEAGA";;;;"Herriko Enparantza, 1 ";48314;"Gautegiz-Arteaga";"Bizkaia";"gautegizdearteagakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4804900A";"https://www.gautegizarteaga.com/efaktur/empresas/consultaUnidades.action?cif=P4804900A";"https://www.gautegizarteaga.com/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"GERNIKA-LUMOKO UDALA/AYUNTAMIENTO DE GERNIKA-LUMO";;;;"Foru Plaza, 3 ";48300;"Gernika-Lumo";"Bizkaia";"gernikakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4805500H";"https://www.gernika-lumo.net/efaktur/empresas/consultaUnidades.action?cif=P4805500H";"https://www.gernika-lumo.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"GORDEXOLAKO UDALA/AYUNTAMIENTO DE GORDEXOLA";;;;"Plaza Molinar, 1 ";48192;"Gordexola                               ";"Bizkaia";"gordexolakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4805000I";"https://www.gordexola.eus/efaktur/empresas/consultaUnidades.action?cif=P4805000I";"https://www.gordexola.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"GORLIZKO UDALA/AYUNTAMIENTO DE GORLIZ";;;;"Elizako Plaza, 1  ";48630;"Gorliz";"Bizkaia";"gorlizkoudala.biscaytik@bizkaia.org";;;;;;;;;"P4805100G";"https://www.gorliz.eu/efaktur/empresas/consultaUnidades.action?cif=P4805100G";"https://www.gorliz.eu/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"GUEÑESEKO UDALA/AYUNTAMIENTO DE GÜEÑES";;;;"Enkarterri, 5 ";48840;"Güeñes ";"Bizkaia";"gueneskoudala.biscaytik@bizkaia.org";;;;;;;;;"P4805400A";"https://www.guenes.eus/efaktur/empresas/consultaUnidades.action?cif=P4805400A";"https://www.guenes.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"IGORREKO UDALA/AYUNTAMIENTO DE IGORRE";;;;"Elexalde, 1 ";48140;"Igorre ";"Bizkaia";"igorrekoudala.biscaytik@bizkaia.org";;;;;;;;;"P4810700G";"https://www.igorre.net/efaktur/empresas/consultaUnidades.action?cif=P4810700G";"https://www.igorre.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"ISPASTERKO UDALA/AYUNTAMIENTO DE ISPASTER";;;;"Elejalde auzoa, 9 ";48288;"Ispaster";"Bizkaia";"ispasterkoudala.biscaytik@bizkaia.org";;;;;;;;;"P4805900J";"https://www.ispaster.net/efaktur/empresas/consultaUnidades.action?cif=P4805900J";"https://www.ispaster.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"IURRETA ELEIZATEKO UDALA/AYUNTAMIENTO DE IURRETA";;;;"Aita San Miguel Plaza, 4 ";48215;"Iurreta ";"Bizkaia";"iurretakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4812500I";"https://www.iurreta.eus/efaktur/empresas/consultaUnidades.action?cif=P4812500I";"https://www.iurreta.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"IZURTZAKO UDALA/AYUNTAMIENTO DE IZURTZA";;;;"Elizalde Auzoa, 14 ";48213;"Izurtza ";"Bizkaia";"izurtzakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4806000H";"https://www.izurtza.net/efaktur/empresas/consultaUnidades.action?cif=P4806000H";"https://www.izurtza.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"KARRANTZA HARANEKO UDALA/AYUNTAMIENTO DEL VALLE DE CARRANZA";;;;"Barrio de Concha, 1 ";48891;"Karrantza Harana";"Bizkaia";"karrantzakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4802600I";"https://www.karrantza.org/efaktur/empresas/consultaUnidades.action?cif=P4802600I";"https://www.karrantza.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"KORTEZUBIKO UDALA/AYUNTAMIENTO DE KORTEZUBI";;;;"Enderika Auzoa, 2 ";48315;"Kortezubi                               ";"Bizkaia";"ahormaetxe.kortezubi@bizkaia.org";;;;;;;;;"P4803100I";"https://www.kortezubi.eus/efaktur/empresas/consultaUnidades.action?cif=P4803100I";"https://www.kortezubi.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"LARRABETZUKO UDALA/AYUNTAMIENTO DE LARRABETZU";;;;"Askatasunaren Enparantza, 1 ";48195;"Larrabetzu ";"Bizkaia";"larrabetzukoudala.biscaytik@bizkaia.org";;;;;;;;;"P4806200D";"https://www.larrabetzu.eus/efaktur/empresas/consultaUnidades.action?cif=P4806200D";"https://www.larrabetzu.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"LAUKIZKO UDALA/AYUNTAMIENTO DE LAUKIZ";;;;"Lauaxeta Enparantza, z/g ";48111;"Laukiz";"Bizkaia";"laukizkoudala.biscaytik@bizkaia.org";;;;;;;;;"P4806300B";"https://www.laukiz.eus/efaktur/empresas/consultaUnidades.action?cif=P4806300B";"https://www.laukiz.eus/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"LEA-ARTIBAIKO AMANKOMUNAZGOA/MANCOMUNIDAD DE LEA-ARTIBAI";;;;"Patrokua Jauregia. Xemein Etorbidea, 13";48270;"Markina-Xemein";"Bizkaia";"aelu@lea-artibai.org";;;;;;;;;"P4800032G";"https://www.lea-artibai.org/efaktur/empresas/consultaUnidades.action?cif=P4800032G";"https://www.lea-artibai.org/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"LEKEITIOKO UDALA/AYUNTAMIENTO DE LEKEITIO";;;;"Gamarra Kalea, 1 ";48280;"Lekeitio ";"Bizkaia";"lekeitiokoudala.biscaytik@bizkaia.org";;;;;;;;;"P4806700C";"https://www.lekeitio.com/efaktur/empresas/consultaUnidades.action?cif=P4806700C";"https://www.lekeitio.com/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
0;0;"LEMOAKO UDALA/AYUNTAMIENTO DE LEMOA";;;;"Barrio Arraibi, 1 ";48330;"Lemoa";"Bizkaia";"lemoakoudala.biscaytik@bizkaia.org";;;;;;;;;"P4806500G";"https://www.lemoa.net/efaktur/empresas/consultaUnidades.action?cif=P4806500G";"https://www.lemoa.net/efaktur/ws/puntoEntrada.wsdl";2;0;"3.2"
